medal_type,medal_code,medal_date,name,gender,discipline,event,event_type,url_event,code,country_code,country
Silver Medal,2,45513,Great Britain,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,ATHW4X100M--GBR01,GBR,Great Britain
Bronze Medal,3,45513,Germany,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--,ATHW4X100M--GER01,GER,Germany
Gold Medal,1,45513,Marileidy PAULINO,W,Athletics,Women's 400m,ATH,/en/paris-2024/results/athletics/women-s-400m/fnl-000100--,1899666,DOM,Dominican Republic
Silver Medal,2,45513,Salwa Eid NASER,W,Athletics,Women's 400m,ATH,/en/paris-2024/results/athletics/women-s-400m/fnl-000100--,1915338,BRN,Bahrain
Bronze Medal,3,45513,Natalia KACZMAREK,W,Athletics,Women's 400m,ATH,/en/paris-2024/results/athletics/women-s-400m/fnl-000100--,1573098,POL,Poland
Gold Medal,1,45513,Yemisi OGUNLEYE,W,Athletics,Women's Shot Put,ATH,/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--,1920183,GER,Germany
Silver Medal,2,45513,Maddison-Lee WESCHE,W,Athletics,Women's Shot Put,ATH,/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--,1926695,NZL,New Zealand
Bronze Medal,3,45513,SONG Jiayuan,W,Athletics,Women's Shot Put,ATH,/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--,1919065,CHN,China
Gold Medal,1,45513,ANA PATRICIA/DUDA,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,VBVWTEAM2---BRA01,BRA,Brazil
Silver Medal,2,45513,MELISSA/BRANDIE,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--,VBVWTEAM2---CAN01,CAN,Canada
Bronze Medal,3,45513,HUBERLI/BRUNNER,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000200--,VBVWTEAM2---SUI01,SUI,Switzerland
Gold Medal,1,45513,Asadkhuja MUYDINKHUJAEV,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--,1556797,UZB,Uzbekistan
Silver Medal,2,45513,Marco Alonso VERDE ALVAREZ,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--,1535187,MEX,Mexico
Gold Medal,1,45513,Lazizbek MULLOJONOV,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--,1556860,UZB,Uzbekistan
Silver Medal,2,45513,Loren Berto ALFONSO DOMINGUEZ,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--,1972343,AZE,Azerbaijan
Gold Medal,1,45513,WU Yu,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--,1926833,CHN,China
Silver Medal,2,45513,Buse Naz CAKIROGLU,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--,1568182,TUR,T�rkiye
Gold Medal,1,45513,Imane KHELIF,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/fnl-000100--,1540353,ALG,Algeria
Silver Medal,2,45513,YANG Liu,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/fnl-000100--,1926827,CHN,China
Gold Medal,1,45513,AMI,W,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000100--,1953038,JPN,Japan
Silver Medal,2,45513,NICKA,W,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000100--,1924559,LTU,Lithuania
Bronze Medal,3,45513,671,W,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000200--,1909907,CHN,China
Gold Medal,1,45513,Martin FUKSA,M,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,1878716,CZE,Czechia
Silver Medal,2,45513,Isaquias QUEIROZ,M,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,1952595,BRA,Brazil
Bronze Medal,3,45513,Serghei TARNOVSCHI,M,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------,1550295,MDA,Republic of Moldova
Gold Medal,1,45513,SCHOPF/LEMKE,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,CSPMK2-500M-GER01,GER,Germany
Silver Medal,2,45513,NADAS/TOTKA,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,CSPMK2-500M-HUN01,HUN,Hungary
Bronze Medal,3,45513,van der WE/GREEN,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------,CSPMK2-500M-AUS01,AUS,Australia
Gold Medal,1,45513,XU/SUN,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,CSPWC2-500M-CHN01,CHN,China
Silver Medal,2,45513,LUZAN/RYBACHOK,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,CSPWC2-500M-UKR01,UKR,Ukraine
Bronze Medal,3,45513,MACKENZIE/VINCENT,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------,CSPWC2-500M-CAN01,CAN,Canada
Gold Medal,1,45513,CARRINGTON/HOSKIN,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,CSPWK2-500M-NZL01,NZL,New Zealand
Silver Medal,2,45513,CSIPES/GAZSO,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,CSPWK2-500M-HUN01,HUN,Hungary
Bronze Medal,3,45513,PASZEK/HAKE,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,CSPWK2-500M-GER01,GER,Germany
Bronze Medal,3,45513,PUPP/FOJT,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------,CSPWK2-500M-HUN02,HUN,Hungary
Gold Medal,1,45513,Harrie LAVREYSEN,M,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,1969182,NED,Netherlands
Silver Medal,2,45513,Matthew RICHARDSON,M,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,1940263,AUS,Australia
Bronze Medal,3,45513,Jack CARLIN,M,Cycling Track,Men's Sprint,ATH,/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------,1912515,GBR,Great Britain
Gold Medal,1,45513,Italy,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,CTRWMADISON-ITA01,ITA,Italy
Silver Medal,2,45513,Great Britain,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,CTRWMADISON-GBR01,GBR,Great Britain
Bronze Medal,3,45513,Netherlands,W,Cycling Track,Women's Madison,TEAM,/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--,CTRWMADISON-NED01,NED,Netherlands
Gold Medal,1,45513,CHEN Yiwen,W,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,1901538,CHN,China
Silver Medal,2,45513,Maddison KEENEY,W,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,1940414,AUS,Australia
Bronze Medal,3,45513,CHANG Yani,W,Diving,Women's 3m Springboard,ATH,/en/paris-2024/results/diving/women-s-3m-springboard/fnl-000100--,1901539,CHN,China
Gold Medal,1,45513,Spain,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,FBLMTEAM11--ESP01,ESP,Spain
Silver Medal,2,45513,France,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000100--,FBLMTEAM11--FRA01,FRA,France
Bronze Medal,3,45513,Germany,W,Football,Women,HTEAM,/en/paris-2024/results/football/women/fnl-000200--,FBLWTEAM11--GER01,GER,Germany
Gold Medal,1,45513,Netherlands,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,HOCWTEAM11--NED01,NED,Netherlands
Silver Medal,2,45513,China,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000100--,HOCWTEAM11--CHN01,CHN,China
Bronze Medal,3,45513,Argentina,W,Hockey,Women,HTEAM,/en/paris-2024/results/hockey/women/fnl-000200--,HOCWTEAM11--ARG01,ARG,Argentina
Gold Medal,1,45513,Kristof RASOVSZKY,M,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,1909030,HUN,Hungary
Silver Medal,2,45513,Oliver KLEMET,M,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,1907234,GER,Germany
Bronze Medal,3,45513,David BETLEHEM,M,Marathon Swimming,Men's 10km,ATH,/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--,1902450,HUN,Hungary
Gold Medal,1,45513,Valentin BONTUS,M,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,1566437,AUT,Austria
Silver Medal,2,45513,Toni VODISEK,M,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,1981549,SLO,Slovenia
Bronze Medal,3,45513,Maximilian MAEDER,M,Sailing,Men's Kite,ATH,/en/paris-2024/results/sailing/men-s-kite/fnl-000300--,1535852,SGP,Singapore
Gold Medal,1,45513,Toby ROBERTS,M,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,1544218,GBR,Great Britain
Silver Medal,2,45513,ANRAKU Sorato,M,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,1892022,JPN,Japan
Bronze Medal,3,45513,Jakob SCHUBERT,M,Sport Climbing,Men's Boulder & Lead,ATH,/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--,1560677,AUT,Austria
Gold Medal,1,45513,China,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,TTEMTEAM----CHN01,CHN,China
Silver Medal,2,45513,Sweden,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000,TTEMTEAM----SWE01,SWE,Sweden
Bronze Medal,3,45513,France,M,Table Tennis,Men's Team,HTEAM,/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000,TTEMTEAM----FRA01,FRA,France
Gold Medal,1,45513,Firas KATOUSSI,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--,1947737,TUN,Tunisia
Silver Medal,2,45513,Mehran BARKHORDARI,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--,1536058,IRI,IR Iran
Bronze Medal,3,45513,Simone ALESSIO,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/repf000100--,1929685,ITA,Italy
Bronze Medal,3,45513,Edi HRNIC,M,Taekwondo,Men -80kg,HATH,/en/paris-2024/results/taekwondo/men--80kg/repf000200--,1914832,DEN,Denmark
Gold Medal,1,45513,Viviana MARTON,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--,1572318,HUN,Hungary
Silver Medal,2,45513,Aleksandra PERISIC,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--,1956372,SRB,Serbia
Bronze Medal,3,45513,Kristina TEACHOUT,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/repf000100--,1930773,USA,United States
Bronze Medal,3,45513,Sarah CHAARI,W,Taekwondo,Women -67kg,HATH,/en/paris-2024/results/taekwondo/women--67kg/repf000200--,1903284,BEL,Belgium
Bronze Medal,3,45513,United States,M,Volleyball,Men,HTEAM,/en/paris-2024/results/volleyball/men/fnl-000200--,VVOMTEAM6---USA01,USA,United States
Gold Medal,1,45513,Karlos May NASAR,M,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--,1903011,BUL,Bulgaria
Silver Medal,2,45513,Yeison LOPEZ,M,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--,1543506,COL,Colombia
Bronze Medal,3,45513,Antonino PIZZOLATO,M,Weightlifting,Men's 89kg,ATH,/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--,1568724,ITA,Italy
Gold Medal,1,45513,Olivia REEVES,W,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--,1917154,USA,United States
Silver Medal,2,45513,Mari Leivis SANCHEZ,W,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--,1543509,COL,Colombia
Bronze Medal,3,45513,Angie Paola PALACIOS DAJOMES,W,Weightlifting,Women's 71kg,ATH,/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--,1940300,ECU,Ecuador
Gold Medal,1,45513,HIGUCHI Rei,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--,1939714,JPN,Japan
Silver Medal,2,45513,Spencer Richard LEE,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/fnl-000100--,1955415,USA,United States
Bronze Medal,3,45513,Aman AMAN,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/repf000100--,1931496,IND,India
Bronze Medal,3,45513,Gulomjon ABDULLAEV,M,Wrestling,Men's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-57kg/repf000200--,1562157,UZB,Uzbekistan
Gold Medal,1,45513,Magomed Eldarovitch RAMAZANOV,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--,1556873,BUL,Bulgaria
Silver Medal,2,45513,Hassan YAZDANICHARATI,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--,1544803,IRI,IR Iran
Bronze Medal,3,45513,Aaron Marquel BROOKS,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000100--,1955300,USA,United States
Bronze Medal,3,45513,Dauren KURUGLIEV,M,Wrestling,Men's Freestyle 86kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-86kg/repf000200--,1963800,GRE,Greece
Gold Medal,1,45513,SAKURAI Tsugumi,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/fnl-000100--,1939710,JPN,Japan
Silver Medal,2,45513,Anastasia NICHITA,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/fnl-000100--,1572203,MDA,Republic of Moldova
Bronze Medal,3,45513,Helen Louise MAROULIS,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/repf000100--,1955426,USA,United States
Bronze Medal,3,45513,HONG Kexin,W,Wrestling,Women's Freestyle 57kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-57kg/repf000200--,1920010,CHN,China
Gold Medal,1,45514,China,W,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--,SWAWTEAM2---CHN01,CHN,China
Silver Medal,2,45514,Great Britain,W,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--,SWAWTEAM2---GBR01,GBR,Great Britain
Bronze Medal,3,45514,Netherlands,W,Artistic Swimming,Duet,COUP,/en/paris-2024/results/artistic-swimming/duet/fnl-000100--,SWAWTEAM2---NED01,NED,Netherlands
Gold Medal,1,45514,United States,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,ATHM4X400M--USA01,USA,United States
Silver Medal,2,45514,Botswana,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,ATHM4X400M--BOT01,BOT,Botswana
Bronze Medal,3,45514,Great Britain,M,Athletics,Men's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--,ATHM4X400M--GBR01,GBR,Great Britain
Gold Medal,1,45514,Jakob INGEBRIGTSEN,M,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--,1898250,NOR,Norway
Silver Medal,2,45514,Ronald KWEMOI,M,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--,1963077,KEN,Kenya
Bronze Medal,3,45514,Grant FISHER,M,Athletics,Men's 5000m,ATH,/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--,1960959,USA,United States
Gold Medal,1,45514,Emmanuel WANYONYI,M,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--,1910412,KEN,Kenya
Silver Medal,2,45514,Marco AROP,M,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--,1974048,CAN,Canada
Bronze Medal,3,45514,Djamel SEDJATI,M,Athletics,Men's 800m,ATH,/en/paris-2024/results/athletics/men-s-800m/fnl-000100--,1963520,ALG,Algeria
Gold Medal,1,45514,Hamish KERR,M,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--,1926713,NZL,New Zealand
Silver Medal,2,45514,Shelby McEWEN,M,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--,1965306,USA,United States
Bronze Medal,3,45514,Mutaz Essa BARSHIM,M,Athletics,Men's High Jump,ATH,/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--,1566681,QAT,Qatar
Gold Medal,1,45514,Tamirat TOLA,M,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--,1901284,ETH,Ethiopia
Silver Medal,2,45514,Bashir ABDI,M,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--,1942753,BEL,Belgium
Bronze Medal,3,45514,Benson KIPRUTO,M,Athletics,Men's Marathon,ATH,/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--,1910555,KEN,Kenya
Gold Medal,1,45514,Masai RUSSELL,W,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--,1960169,USA,United States
Silver Medal,2,45514,Cyrena SAMBA-MAYELA,W,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--,1911932,FRA,France
Bronze Medal,3,45514,Jasmine CAMACHO-QUINN,W,Athletics,Women's 100m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--,1537183,PUR,Puerto Rico
Gold Medal,1,45514,Faith KIPYEGON,W,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--,1910451,KEN,Kenya
Silver Medal,2,45514,Jessica HULL,W,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--,1939795,AUS,Australia
Bronze Medal,3,45514,Georgia BELL,W,Athletics,Women's 1500m,ATH,/en/paris-2024/results/athletics/women-s-1500m/fnl-000100--,1956840,GBR,Great Britain
Gold Medal,1,45514,United States,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,ATHW4X400M--USA01,USA,United States
Silver Medal,2,45514,Netherlands,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,ATHW4X400M--NED01,NED,Netherlands
Bronze Medal,3,45514,Great Britain,W,Athletics,Women's 4 x 400m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--,ATHW4X400M--GBR01,GBR,Great Britain
Gold Medal,1,45514,KITAGUCHI Haruka,W,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--,1919914,JPN,Japan
Silver Medal,2,45514,Jo-Ane van DYK,W,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--,1981085,RSA,South Africa
Bronze Medal,3,45514,Nikola OGRODNIKOVA,W,Athletics,Women's Javelin Throw,ATH,/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--,1892137,CZE,Czechia
Gold Medal,1,45514,United States,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000100--,BKBMTEAM5---USA01,USA,United States
Silver Medal,2,45514,France,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000100--,BKBMTEAM5---FRA01,FRA,France
Bronze Medal,3,45514,Serbia,M,Basketball,Men,HTEAM,/en/paris-2024/results/basketball/men/fnl-000200--,BKBMTEAM5---SRB01,SRB,Serbia
Gold Medal,1,45514,AHMAN/HELLVIG,M,Beach Volleyball,Men,HTEAM,/en/paris-2024/results/beach-volleyball/men/fnl-000100--,VBVMTEAM2---SWE01,SWE,Sweden
Silver Medal,2,45514,EHLERS/WICKLER,M,Beach Volleyball,Men,HTEAM,/en/paris-2024/results/beach-volleyball/men/fnl-000100--,VBVMTEAM2---GER01,GER,Germany
Bronze Medal,3,45514,MOL/SORUM,M,Beach Volleyball,Men,HTEAM,/en/paris-2024/results/beach-volleyball/men/fnl-000200--,VBVMTEAM2---NOR01,NOR,Norway
Gold Medal,1,45514,Bakhodir JALOLOV,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--,1556869,UZB,Uzbekistan
Silver Medal,2,45514,Ayoub GHADFA DRISSI EL AISSAOUI,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--,1934775,ESP,Spain
Gold Medal,1,45514,Abdumalik KHALOKOV,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--,1556049,UZB,Uzbekistan
Silver Medal,2,45514,Munarbek SEIITBEK UULU,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--,1878687,KGZ,Kyrgyzstan
Gold Medal,1,45514,LIN Yu Ting,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/fnl-000100--,1887963,TPE,Chinese Taipei
Silver Medal,2,45514,Julia SZEREMETA,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/fnl-000100--,1568655,POL,Poland
Gold Medal,1,45514,LI Qian,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/fnl-000100--,1926826,CHN,China
Silver Medal,2,45514,Atheyna Bibeichi BYLON,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/fnl-000100--,1965679,PAN,Panama
Gold Medal,1,45514,PHIL WIZARD,M,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000100--,1958888,CAN,Canada
Silver Medal,2,45514,DANY DANN,M,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000100--,1880191,FRA,France
Bronze Medal,3,45514,VICTOR,M,Breaking,B-Boys,HATH,/en/paris-2024/results/breaking/b-boys/fnl-000200--,1955590,USA,United States
